Name,SpTopt,SpTnir,SpT,GravOpt,GravNIR,Binary,Young,PS1,PS1gmag,e_PS1gmag,PS1rmag,e_PS1rmag,PS1imag,e_PS1imag,PS1zmag,e_PS1zmag,PS1ymag,e_PS1ymag,2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,AllWISE,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Gmag,e_Gmag,RAJ2000,DEJ2000,PS1ep,Epoch,pmRA,e_pmRA,pmDE,e_pmDE,pm,e_pm,pmPA,e_pmPA,plx,e_plx,Dist,e_Dist,vtan,e_vtan
WISE_J003110.04+574936.3   ,           ,L9               ,L9             ,     ,      ,      ,    ,J007.7922+57.8267,     ,     ,     ,     ,21.36,0.19,18.21,0.01,17,0.01,J00310928+5749364,14.95,0.04,13.78,0.03,13.22,0.03,J003110.06+574936.1,12.42,0.02,11.84,0.02,10.96,0.07,     ,     ,7.792027,57.826738,2011.075756,55589.92,518.2,2.6,-15.2,2.2,518.4,2.6,91.7,0.2,      ,     ,       ,      ,      ,     
PSO_J007.9194+33.5961      ,           ,L9               ,L9             ,     ,      ,      ,    ,J007.9193+33.5960,     ,     ,     ,     ,22,0.09,19.59,0.01,18.59,0.02,J00314067+3335459,16.45,0.13,15.43,0.08,14.49,0.08,J003140.64+333545.8,13.76,0.03,13.25,0.03,12.2,0.35,     ,     ,7.919394,33.596035,2010.928433,55536.11,-24.2,3.9,-16.4,3.3,29.2,3.7,235.9,6.9,      ,     ,22.11,2.66,3.1,0.5
2MASS_J00315477+0649463    ,M7         ,                 ,M7             ,     ,      ,      ,    ,J007.9791+06.8296,20.76,0.03,19.33,0.02,16.56,0.01,15.23,0.01,14.44,0.01,J00315477+0649463,12.82,0.02,12.18,0.03,11.72,0.02,J003154.97+064946.8,11.5,0.02,11.29,0.02,11.28,0.22,17.01,0.01,7.979103,6.829681,2011.518823,55751.75,278.4,1.8,43.9,1.9,281.8,1.8,81,0.4,      ,     ,27.2,4.52,36.3,6
2MASS_J00320509+0219017    ,L1.5       ,M9               ,L1.5           ,     ,      ,      ,    ,J008.0224+02.3161,     ,     ,20.88,0.05,18.67,0.01,17.3,0.01,16.34,0.01,J00320509+0219017,14.32,0.03,13.39,0.03,12.8,0.03,J003205.37+021858.2,12.46,0.02,12.22,0.03,11.97,0.4,18.94,0.01,8.022519,2.31609,2011.950308,55909.35,404.6,2.2,-326.4,2,519.8,2.1,128.9,0.2,      ,     ,25.86,4.3,63.7,10.6
2MASSI_J0032431-223727     ,L1         ,M9.7             ,L1             ,     ,      ,      ,    ,J008.1799-22.6242,     ,     ,21.69,0.14,19.67,0.01,18.2,0.01,17.19,0.01,J00324308-2237272,15.39,0.05,14.51,0.05,13.96,0.05,J003243.17-223727.3,13.69,0.03,13.44,0.03,12.71,0.54,     ,     ,8.179922,-22.62425,2011.32052,55679.32,101.5,4.3,-1.6,2.2,101.5,4.3,90.9,1.2,      ,     ,47.62,7.92,22.9,3.9
SDSSp_J003259.36+141036.6  ,           ,L9               ,L9             ,     ,      ,      ,    ,J008.2483+14.1769,     ,     ,     ,     ,     ,     ,20.04,0.04,18.82,0.04,J00325937+1410371,16.83,0.17,15.65,0.11,14.95,0.11,J003259.57+141037.0,14.29,0.03,13.73,0.04,11.69,     ,     ,     ,8.248291,14.176982,2011.286461,55666.88,290.1,7.4,15.6,10.7,290.5,7.4,86.9,2.1,30.14,5.16,33.18,5.68,45.7,7.9
2MASS_J00332386-1521309    ,L4beta     ,L1:FLD-G         ,L4beta         ,beta ,FLD-G ,      ,Y   ,J008.3505-15.3585,     ,     ,21.77,0.12,19.83,0.01,18.4,0.01,17.47,0.02,J00332386-1521309,15.29,0.06,14.21,0.04,13.41,0.04,J003324.09-152130.6,12.82,0.02,12.5,0.03,11.85,0.31,20.08,0.02,8.350443,-15.358512,2011.244271,55651.47,304.3,2.9,29.2,3.1,305.7,2.9,84.5,0.6,42.78,1.83,23.38,1,33.9,1.5
WISEA_J003338.45+282732.4  ,           ,L3(blue)         ,L3(blue)       ,     ,      ,      ,    ,J008.4101+28.4589,     ,     ,     ,     ,20.92,0.03,19.04,0.03,17.89,0.01,J00333870+2827351,15.89,0.07,14.99,0.07,14.8,0.09,J003338.45+282732.4,13.9,0.03,13.53,0.03,12.26,0.39,     ,     ,8.410208,28.45901,2011.015332,55567.85,-252.3,2.6,-202.7,2.3,323.6,2.5,231.2,0.4,      ,     ,40.94,4.94,62.8,7.6
2MASS_J00345157+0523050    ,           ,T6.5             ,T6.5           ,     ,      ,      ,    ,J008.7169+05.3852,     ,     ,     ,     ,     ,     ,19.98,0.02,18.1,0.01,J00345157+0523050,15.54,0.05,15.44,     ,16.24,     ,J003452.03+052306.9,15.09,0.04,12.55,0.03,11.78,0.31,     ,     ,8.716832,5.385247,2010.852183,55508.26,676.9,4.2,178.7,2.3,700.1,4.1,75.2,0.2,105.4,7.5,9.49,0.68,31.5,2.3
2MASSI_J0034568-070601     ,L3         ,L4.3             ,L3             ,     ,      ,      ,    ,J008.7376-07.1009,     ,     ,     ,     ,20.43,0.02,18.8,0.01,17.79,0.02,J00345684-0706013,15.53,0.06,14.57,0.07,13.94,0.07,J003457.00-070603.1,13.29,0.03,12.93,0.03,11.75,0.27,     ,     ,8.737569,-7.100925,2011.505051,55746.72,201.1,4.2,-163.2,2.8,259,3.7,129.1,0.8,      ,     ,31.06,3.74,38.1,4.6
SDSS_J003524.44+144739.8   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J008.8523+14.7942,     ,     ,     ,     ,21.18,0.06,19.61,0.03,18.71,0.04,J00352440+1447397,16.95,0.18,16.26,0.19,15.69,     ,J003524.54+144739.4,15.17,0.04,14.91,0.08,12,     ,     ,     ,8.852313,14.794271,2012.291691,56034.04,133.5,8.6,-30.7,8.9,137,8.6,103,3.7,      ,     ,104,17.61,67.5,12.2
SDSS_J003609.26+241343.3   ,           ,L5.5             ,L5.5           ,     ,      ,      ,    ,J009.0386+24.2286,     ,     ,     ,     ,22.55,0.09,20.85,0.06,19.67,0.07,J00360925+2413434,17.03,0.2,16.11,0.2,15.66,0.2,J003609.28+241342.9,14.8,0.03,14.47,0.05,12.72,     ,     ,     ,9.03864,24.228633,2010.550582,55398.1,15.1,5.6,-31.7,7.9,35.1,7.4,154.5,10.4,      ,     ,50.86,6.22,8.5,2.1
2MASSW_J0036159+182110     ,L3.5       ,L4:              ,L3.5           ,     ,      ,      ,    ,J009.0701+18.3532,22.21,0.01,19.51,0.03,17.19,0.01,15.58,0.01,14.54,0.01,J00361617+1821104,12.47,0.03,11.59,0.02,11.06,0.02,J003616.79+182111.6,10.54,0.02,10.25,0.02,9.85,0.05,     ,     ,9.070313,18.353271,2012.034168,55939.98,890.6,1.5,124.8,1.5,899.3,1.5,82,0.1,114.2,0.8,8.76,0.06,37.3,0.3
ULAS_J003716.06-005404.7   ,           ,L3:              ,L3:            ,     ,      ,      ,    ,J009.3171-00.9014,     ,     ,     ,     ,22.8,0.11,21.48,0.09,20.39,0.09,                 ,     ,     ,     ,     ,     ,     ,J003716.11-005405.0,16.11,0.07,15.87,0.18,12.1,     ,     ,     ,9.317123,-0.901442,2012.030938,55938.8,       ,     ,       ,    ,      ,     ,     ,     ,      ,     ,120.06,17.45,      ,     
WISE_J003830.54+840517.7   ,           ,T6               ,T6             ,     ,      ,      ,    ,J009.6287+84.0884,     ,     ,     ,     ,     ,     ,     ,     ,20.11,0.13,                 ,17.53,0.06,17.06,0.11,16.5,     ,J003830.68+840517.6,17.32,0.11,15.23,0.06,13,     ,     ,     ,9.628723,84.088421,2012.000055,55927.52,       ,     ,       ,    ,      ,     ,     ,     ,      ,     ,29.81,2.74,      ,     
SDSS_J003843.99+134339.5   ,L1         ,L0.6             ,L1             ,     ,      ,      ,    ,J009.6835+13.7274,     ,     ,22.77,0.15,20.3,0.02,18.81,0.01,17.8,0.02,J00384398+1343395,15.91,0.07,15.2,0.1,14.76,0.1,J003844.02+134338.9,14.43,0.03,14.25,0.05,12.06,     ,20.59,0.05,9.683461,13.727457,2011.233593,55647.57,48.5,3.7,-48.4,4.1,68.5,3.9,134.9,3.3,      ,     ,68.96,11.52,22.4,4
HD_3651B                   ,           ,T7.5             ,T7.5           ,     ,      ,      ,    ,J009.8273+21.2533,     ,     ,     ,     ,     ,     ,     ,     ,18.22,0.04,                 ,16.6,0.03,16.66,0.03,16.73,0.03,                   ,     ,     ,     ,     ,     ,     ,     ,     ,9.827351,21.253335,2011.285969,55666.7,       ,     ,       ,    ,      ,     ,     ,     ,90.42,0.32,11.06,0.04,      ,     
WISE_J004024.88+090054.8   ,           ,T7               ,T7             ,     ,      ,      ,    ,J010.1037+09.0151,     ,     ,     ,     ,     ,     ,20.85,0.08,18.91,0.04,J00402492+0900547,16.5,0.12,16.54,     ,15.74,     ,J004024.88+090054.4,15.99,0.06,13.83,0.05,11.82,     ,     ,     ,10.103758,9.01515,2009.543792,55030.37,-39.9,5.8,-21.9,6.7,45.5,6,241.2,8.2,      ,     ,13.83,1.25,3,0.5
SDSS_J004058.93+152845.0   ,L1         ,                 ,L1             ,     ,      ,      ,    ,J010.2460+15.4789,     ,     ,     ,     ,20.56,0.04,19.2,0.01,18.33,0.02,J00405893+1528452,16.96,0.21,15.58,0.23,15.6,0.23,J004059.02+152844.2,15.07,0.04,14.83,0.08,12.42,     ,     ,     ,10.246004,15.478989,2011.790609,55851.02,126.7,5,-60.1,4.6,140.2,4.9,115.4,1.9,      ,     ,90.19,15.27,59.9,10.4
2MASS_J00412179+3547133    ,sdM9       ,d/sdM9           ,sdM9           ,     ,      ,      ,    ,J010.3402+35.7868,     ,     ,     ,     ,20.21,0.04,18.7,0.01,17.82,0.01,J00412179+3547133,15.94,0.08,15.73,0.12,15.17,0.12,J004121.71+354712.8,14.74,0.03,14.45,0.05,12.72,     ,20.45,0.03,10.340405,35.786872,2011.600438,55781.56,-113.9,3.5,-56.4,3.2,127.1,3.4,243.7,1.5,      ,     ,93.62,15.66,56.4,9.6
SDSS_J004154.54+134135.5   ,L0         ,L0.6             ,L0             ,     ,      ,      ,    ,J010.4765+13.6926,     ,     ,21.06,0.06,18.75,0.01,17.22,0.01,16.28,0.01,J00415453+1341351,14.45,0.03,13.67,0.03,13.24,0.03,J004154.40+134133.6,12.88,0.02,12.59,0.03,12.27,     ,18.9,0.01,10.476625,13.692646,2011.737522,55831.63,-194.6,2.4,-163.5,3,254.2,2.7,230,0.6,      ,     ,35.68,5.93,43,7.2
SDSS_J004221.15+145923.9   ,L1         ,                 ,L1             ,     ,      ,      ,    ,J010.5886+14.9899,     ,     ,     ,     ,21.02,0.04,19.45,0.02,18.47,0.04,J00422118+1459236,16.68,0.16,16.09,0.2,15.58,0.2,J004221.24+145923.5,15.4,0.04,15.17,0.09,12.52,     ,     ,     ,10.588582,14.989925,2011.893525,55888.61,116.5,6.7,2,6.7,116.5,6.7,89,3.3,      ,     ,105.34,18.01,58.2,10.5
2MASS_J00425923+1142104    ,           ,M9.8INT-G        ,M9.8INT-G      ,     ,INT-G ,      ,Y   ,J010.7471+11.7026,     ,     ,21.68,0.04,18.96,0.01,17.45,0.01,16.52,0.01,J00425923+1142104,14.75,0.04,14.07,0.03,13.51,0.03,J004259.30+114209.6,13.25,0.02,12.92,0.03,11.87,     ,     ,     ,10.747121,11.702664,2011.638932,55795.62,86.3,2.6,-82.5,2.8,119.4,2.7,133.7,1.3,      ,     ,42.42,7.05,24,4
WISEA_J004326.26+222124.0  ,           ,sdL1             ,sdL1           ,     ,      ,      ,    ,J010.8594+22.3565,     ,     ,21.39,0.04,18.53,0.01,17.12,0.01,16.4,0.01,J00432610+2221295,14.87,0.04,14.23,0.06,13.93,0.06,J004326.26+222124.0,13.69,0.03,13.37,0.03,12.21,     ,18.74,0.01,10.859475,22.356582,2011.54256,55760.42,169.1,2.5,-407.2,2.1,440.9,2.2,157.4,0.3,      ,     ,46.15,7.68,96.5,16.1
LHS_1135                   ,M6.5       ,M7               ,M6.5           ,     ,      ,      ,    ,J010.8831+20.9080,20,0.01,18.72,0.01,16.57,0.01,15.63,0.01,15.22,0.01,J00433134+2054316,13.95,0.03,13.44,0.04,13.15,0.04,J004331.91+205429.0,12.97,0.02,12.7,0.03,12.08,     ,     ,     ,10.88324,20.907977,2012.088159,55959.7,624.2,1.6,-203.7,1.1,656.6,1.6,108.1,0.1,      ,     ,55.22,9.17,171.9,28.5
ULAS_J004355.61+141117.6   ,           ,L0               ,L0             ,     ,      ,      ,    ,J010.9817+14.1882,     ,     ,     ,     ,21.7,0.06,20.27,0.05,19.25,0.03,                 ,     ,     ,     ,     ,     ,     ,J004355.65+141117.8,15.51,0.04,15.16,0.09,12,     ,     ,     ,10.98176,14.188225,2012.978453,56284.88,-13,12.7,-8.7,10.9,15.6,10,236.2,56.4,      ,     ,116.63,19.9,8.6,5.7
2MASSW_J0045214+163445     ,L2beta     ,L2:VL-G          ,L2beta         ,beta ,VL-G  ,      ,Y   ,J011.3404+16.5789,     ,     ,20.08,0.01,17.75,0.01,16.25,0.01,15.24,0.01,J00452143+1634446,13.06,0.02,12.06,0.02,11.37,0.02,J004521.68+163444.2,10.78,0.02,10.4,0.02,9.79,0.05,17.94,0.01,11.340481,16.57893,2012.000821,55927.8,355.7,1.9,-49.4,1.6,359.1,1.9,97.9,0.3,65.94,1.33,15.17,0.31,25.8,0.5
ULAS_J004539.97+135032.7   ,sdM7.5     ,                 ,sdM7.5         ,     ,      ,      ,    ,J011.4169+13.8421,     ,     ,21.65,0.07,20.34,0.03,19.74,0.02,19.3,0.19,                 ,     ,     ,     ,     ,     ,     ,J004540.08+135032.5,16.99,0.12,16.82,     ,12.41,     ,     ,     ,11.41695,13.842157,2012.608323,56149.69,108.1,6.9,-62.5,6.7,124.9,6.8,120,3.1,      ,     ,       ,      ,      ,     
WISE_J004542.56+361139.1   ,           ,T5               ,T5             ,     ,      ,      ,    ,J011.4273+36.1940,     ,     ,     ,     ,     ,     ,20.35,0.04,18.62,0.02,J00454267+3611406,16.15,0.08,16.04,0.2,15.8,0.2,J004542.57+361138.9,15.32,0.04,13.73,0.03,12.65,0.46,     ,     ,11.427445,36.194244,2008.935086,54808.04,-102.6,5.7,-149.4,4.8,181.2,5.1,214.5,1.7,      ,     ,16.75,1.49,14.4,1.3
2MASS_J00461551+0252004    ,           ,M9.7FLD-G        ,M9.7FLD-G      ,     ,FLD-G ,      ,    ,J011.5650+02.8663,     ,     ,21.3,0.04,18.66,0.01,17.18,0.01,16.24,0.01,J00461551+0252004,14.4,0.03,13.71,0.04,13.29,0.04,J004615.57+025159.4,13,0.03,12.69,0.03,11.77,0.43,18.85,0.01,11.564892,2.866506,2010.577139,55407.8,95.1,2.5,-98.5,2.5,136.9,2.5,136,1,      ,     ,38.47,6.4,25,4.2
2MASS_J00464841+0715177    ,M9beta     ,L0.9VL-G         ,M9beta         ,beta ,VL-G  ,      ,Y   ,J011.7020+07.2547,     ,     ,21.04,0.06,18.51,0.01,16.9,0.01,15.89,0.01,J00464841+0715177,13.89,0.03,13.18,0.03,12.55,0.03,J004648.48+071517.1,12.09,0.02,11.64,0.02,11.29,0.22,     ,     ,11.702066,7.25473,2011.869268,55879.75,92,2.3,-56.8,1.5,108.1,2.1,121.7,0.9,      ,     ,25.67,4.26,13.2,2.2
WISEP_J004701.06+680352.1  ,L7pec      ,L7INT-G          ,L7pec          ,     ,INT-G ,      ,Y   ,J011.7550+68.0644,     ,     ,     ,     ,21.16,0.11,19.02,0.03,18.03,0.02,J00470038+6803543,15.6,0.07,13.97,0.03,13.05,0.03,J004701.09+680352.2,11.88,0.02,11.26,0.02,10.15,0.06,     ,     ,11.754838,68.064469,2011.098426,55598.2,381.2,1.7,-199.3,1.8,430.2,1.7,117.6,0.2,82.33,1.8,12.15,0.27,24.8,0.6
ULAS_J004757.41+154641.4   ,           ,T2::             ,T2::           ,     ,      ,      ,    ,J011.9894+15.7780,     ,     ,     ,     ,     ,     ,     ,     ,19.98,0.17,                 ,     ,     ,     ,     ,     ,     ,J004757.42+154641.2,15.52,0.04,14.86,0.07,11.84,     ,     ,     ,11.989484,15.778067,2014.126735,56704.29,       ,     ,       ,    ,      ,     ,     ,     ,      ,     ,37.01,3.92,      ,     
2MASS_J00492677-0635467    ,M8.5       ,                 ,M8.5           ,     ,      ,      ,    ,J012.3611-06.5967,21.83,0.05,20.19,0.01,17.46,0.01,16.01,0.01,15.09,0.01,J00492677-0635467,13.34,0.02,12.58,0.02,12.1,0.02,J004926.68-063547.9,11.81,0.02,11.54,0.02,11.12,0.16,     ,     ,12.361212,-6.596698,2011.0259,55571.71,-102.6,1.6,-105.1,1.8,146.9,1.7,224.3,0.7,      ,     ,25.85,4.29,18,3
WISEPC_J004928.48+044100.1 ,           ,L9               ,L9             ,     ,      ,      ,    ,J012.3688+04.6834,     ,     ,     ,     ,21.65,0.16,19,0.01,17.95,0.02,J00492826+0440575,15.85,0.07,14.67,0.07,14.17,0.07,J004928.48+044059.8,13.43,0.03,12.96,0.03,11.78,     ,     ,     ,12.368717,4.683329,2011.063053,55585.28,315.6,4.6,235.4,5.2,393.7,4.8,53.3,0.7,      ,     ,19.38,2.33,36.2,4.4
WISE_J004945.61+215120.0   ,           ,T8.5             ,T8.5           ,     ,      ,      ,    ,J012.4399+21.8554,     ,     ,     ,     ,     ,     ,21,0.03,19.36,0.04,J00494608+2151204,16.72,0.16,16.51,     ,15.86,     ,J004945.65+215119.6,15.92,0.06,13.03,0.03,11.58,0.19,     ,     ,12.440559,21.85549,2008.220288,54546.96,-470.6,3.1,-60.9,1.1,474.5,3.1,262.6,0.1,      ,     ,       ,      ,      ,     
SIPS_J0050-1538            ,L1:        ,L0.5             ,L1:            ,     ,      ,      ,    ,J012.6010-15.6402,     ,     ,20.59,0.02,18.05,0.01,16.49,0.01,15.55,0.01,J00502444-1538184,13.78,0.02,13.08,0.03,12.65,0.03,J005024.25-153824.2,12.33,0.02,12.07,0.02,11.5,0.2,18.2,0.01,12.600985,-15.640265,2011.912882,55895.68,-213.6,1.6,-484.9,1.3,529.9,1.4,203.8,0.2,      ,     ,25.34,4.21,63.7,10.6
ULAS_J005038.20-000336.6   ,           ,L2:              ,L2:            ,     ,      ,      ,    ,J012.6592-00.0602,     ,     ,     ,     ,22.62,0.12,21.02,0.11,19.87,0.1,                 ,     ,     ,     ,     ,     ,     ,J005038.19-000336.4,15.85,0.06,16.1,0.24,12.11,     ,     ,     ,12.659236,-0.060248,2013.068967,56317.94,62.2,52.7,62.7,52.7,88.3,46.4,44.8,43.5,      ,     ,146.9,29.38,61.5,34.6
2MASSW_J0051107-154417     ,L3.5       ,L5:              ,L3.5           ,     ,      ,      ,    ,J012.7952-15.7381,     ,     ,22.47,0.11,20.2,0.02,18.55,0.02,17.51,0.02,J00511078-1544169,15.28,0.05,14.16,0.04,13.47,0.04,J005110.84-154417.2,12.74,0.02,12.42,0.03,12.22,0.37,20.26,0.02,12.795204,-15.73814,2011.118494,55605.53,72,3.7,-35.4,4.1,80.2,3.8,116.2,2.9,      ,     ,23.42,2.82,8.9,1.2
2MASS_J00521232+0012172    ,L4.5       ,L2:pec           ,L4.5           ,     ,      ,      ,    ,J013.0509+00.2042,     ,     ,     ,     ,21.47,0.09,19.82,0.03,18.7,0.04,J00521232+0012172,16.36,0.11,15.56,0.16,15.46,0.16,J005212.24+001215.6,14.67,0.03,14.35,0.06,11.46,     ,     ,     ,13.051038,0.20434,2010.292457,55303.82,-138.8,7.7,-176.1,3.1,224.2,5.3,218.2,1.6,      ,     ,52.26,6.44,55.5,7
RG_0050-2722               ,M8         ,                 ,M8             ,     ,      ,      ,    ,J013.2281-27.0996,     ,     ,20.22,0.02,17.72,0.01,16.27,0.01,15.34,0.01,J00525468-2705597,13.61,0.03,12.98,0.03,12.54,0.03,J005254.73-270558.8,12.19,0.02,11.89,0.02,11.38,0.16,     ,     ,13.228104,-27.09964,2011.927557,55901.04,50.2,2.8,73.5,2.5,89,2.6,34.3,1.7,46.2,10,21.65,4.69,9.1,2
SDSS_J005349.11-011354.4   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J013.4550-01.2317,     ,     ,     ,     ,21.46,0.04,20.12,0.05,19.19,0.04,                 ,     ,     ,     ,     ,     ,     ,                   ,     ,     ,     ,     ,     ,     ,     ,     ,13.455079,-1.231756,2012.608268,56149.67,147.4,14,54,23.3,157,15.4,69.9,8.2,      ,     ,       ,      ,      ,     
SDSSp_J005406.55-003101.8  ,L1         ,L2.2             ,L1             ,     ,      ,      ,    ,J013.5280-00.5178,     ,     ,     ,     ,20.07,0.04,18.68,0.01,17.66,0.01,J00540655-0031018,15.73,0.05,14.89,0.07,14.38,0.07,J005406.70-003103.8,14,0.03,13.76,0.05,12.02,     ,     ,     ,13.528028,-0.517784,2011.479452,55737.37,203.6,2.5,-169.7,2.4,265,2.5,129.8,0.5,      ,     ,55.08,9.2,69.2,11.6
2MASS_J00550564+0134365    ,L2gamma    ,L1.0:VL-G        ,L2gamma        ,gamma,VL-G  ,      ,Y   ,J013.7737+01.5766,     ,     ,     ,     ,21.27,0.06,19.69,0.02,18.67,0.03,J00550564+0134365,16.44,0.11,15.27,0.08,14.44,0.07,J005505.69+013435.8,13.71,0.03,13.25,0.03,11.77,     ,     ,     ,13.773759,1.576677,2011.443806,55724.35,71.1,4.9,-54.4,6,89.5,5.3,127.4,3.6,      ,     ,39.56,6.58,16.8,3
LHS_1166                   ,sdM6.5     ,M7               ,sdM6.5         ,     ,      ,      ,    ,J013.9366+25.1065,19.73,0.02,18.27,0.01,16.57,0.01,15.8,0.01,15.5,0.01,J00554418+2506235,14.26,0.03,13.78,0.04,13.57,0.04,J005544.74+250623.7,13.36,0.02,13.11,0.03,12.49,0.41,17.15,0.01,13.936724,25.106595,2012.208734,56003.74,590.5,1.6,14.9,0.9,590.7,1.6,88.6,0.1,12.5,1.2,80,7.68,224,21.5
SDSS_J005636.22-011131.9   ,L1.5       ,                 ,L1.5           ,     ,      ,      ,    ,J014.1509-01.1926,     ,     ,     ,     ,21.99,0.14,20.42,0.03,19.4,0.05,                 ,     ,     ,     ,     ,     ,     ,J005636.19-011132.9,16.05,0.06,15.76,0.18,12.4,     ,     ,     ,14.150918,-1.192593,2012.034415,55940.07,-51.8,23,-167.1,19.1,174.9,19.4,197.2,7.5,      ,     ,131.69,24.4,109.2,23.6
SDSS_J005705.55-084624.2   ,L0         ,M9.3             ,L0             ,     ,      ,      ,    ,J014.2730-08.7734,     ,     ,22.36,0.08,19.87,0.01,18.43,0.01,17.5,0.02,J00570555-0846241,15.7,0.06,14.92,0.08,14.36,0.08,J005705.53-084624.3,14.09,0.03,13.8,0.04,12.13,     ,20.24,0.02,14.273053,-8.773428,2012.028556,55937.93,-22.4,3.1,-7.1,3.1,23.5,3.1,252.4,7.7,      ,     ,62.26,10.38,6.9,1.5
WISEA_J005757.64+201304.0  ,sdL7       ,sdL7             ,sdL7           ,     ,      ,      ,    ,J014.4903+20.2177,     ,     ,     ,     ,21.29,0.08,19.35,0.05,18.29,0.03,J00575687+2013075,16.32,0.1,15.45,0.13,14.97,0.13,J005757.64+201304.0,14.32,0.03,13.87,0.04,12.17,0.34,     ,     ,14.490507,20.217679,2011.77755,55846.25,848,3.3,-270.3,3.8,890,3.4,107.7,0.2,      ,     ,34.28,4.15,144.6,17.5
2MASSW_J0058425-065123     ,L0         ,L0.6INT-G        ,L0             ,     ,INT-G ,      ,Y   ,J014.6779-06.8571,     ,     ,20.87,0.03,18.61,0.01,17.17,0.01,16.21,0.01,J00584253-0651239,14.31,0.03,13.44,0.03,12.9,0.03,J005842.65-065125.3,12.57,0.02,12.27,0.03,11.54,0.41,18.79,0.01,14.677794,-6.857109,2011.894949,55889.13,145.8,1.8,-121,1.9,189.5,1.8,129.7,0.6,33.8,4,29.59,3.5,26.6,3.2
SDSS_J005935.48+150905.0   ,L0         ,                 ,L0             ,     ,      ,      ,    ,J014.8981+15.1515,     ,     ,     ,     ,20.55,0.03,19.1,0.02,18.11,0.02,J00593543+1509050,16.54,0.14,15.58,0.13,15.17,0.13,J005935.57+150905.4,14.9,0.03,14.6,0.06,12.42,     ,     ,     ,14.898177,15.151582,2011.925421,55900.26,109.7,5.4,40.3,4.1,116.9,5.2,69.8,2.1,      ,     ,90.08,15.12,49.9,8.7
ULAS_J010036.01+062044.1   ,           ,L0:              ,L0:            ,     ,      ,      ,    ,J015.1501+06.3456,     ,     ,     ,     ,21.92,0.06,20.42,0.04,19.44,0.03,                 ,     ,     ,     ,     ,     ,     ,J010036.05+062045.5,15.85,0.05,15.51,0.12,11.88,     ,     ,     ,15.15013,6.345611,2012.78809,56215.35,32.1,19.2,-6.9,15.5,32.8,16.7,102.1,43.6,      ,     ,137.09,23.95,21.3,11.5
WISEA_J010202.11+035541.4  ,           ,L9               ,L9             ,     ,      ,      ,    ,J015.5090+03.9282,     ,     ,     ,     ,     ,     ,20.01,0.03,18.85,0.04,J01020186+0355405,16.74,0.13,15.66,0.12,15.08,0.12,J010202.11+035541.4,14.22,0.03,13.65,0.04,11.75,     ,     ,     ,15.508829,3.928168,2010.756769,55473.41,370.4,5.6,76.3,3.5,378.2,5.5,78.4,0.5,      ,     ,26.57,3.21,47.6,5.8
2MASSI_J0103320+193536     ,L6beta     ,L6:INT-G         ,L6beta         ,beta ,INT-G ,      ,Y   ,J015.8849+19.5934,     ,     ,     ,     ,21.31,0.06,19.4,0.04,18.43,0.02,J01033203+1935361,16.29,0.08,14.9,0.06,14.15,0.06,J010332.31+193536.3,13.18,0.02,12.71,0.03,12.2,0.39,     ,     ,15.884755,19.593449,2012.178754,55992.79,296.9,5.2,18.3,3.2,297.5,5.2,86.5,0.6,46.9,7.6,21.32,3.46,30.1,4.9
2MASSI_J0104075-005328     ,L5         ,L5.8:            ,L5             ,     ,      ,      ,    ,J016.0330-00.8913,     ,     ,     ,     ,21.3,0.19,19.83,0.02,18.7,0.02,J01040750-0053283,16.53,0.13,15.64,0.18,15.33,0.18,J010407.88-005328.6,14.68,0.03,14.47,0.06,12.61,     ,     ,     ,16.032839,-0.891294,2010.542341,55395.09,472.3,3.8,-14,5.2,472.5,3.8,91.7,0.6,      ,     ,53.02,6.49,118.8,14.6
ULAS_J010531.78+142931.5   ,           ,L1:              ,L1:            ,     ,      ,      ,    ,J016.3824+14.4920,     ,     ,     ,     ,22.39,0.09,21.05,0.06,20.06,0.05,                 ,     ,     ,     ,     ,     ,     ,                   ,     ,     ,     ,     ,     ,     ,     ,     ,16.3824,14.492064,2012.726215,56192.75,-4.3,19.8,11.1,16.3,11.9,13,338.8,75.6,      ,     ,       ,      ,      ,     
